source_category,nsi_id,display_name,tags_brand,brand_wikidata,location_include,location_exclude,match_names_count,match_input_name,match_slug,match_status,matched_image_svg,matched_image_png
clothes,open32-91c4cd,OPEN32,OPEN32,Q131523005,nl,,0,OPEN32,open32,only_png,,open32.png
fast_food,oporto-d43c69,Oporto,Oporto,Q4412342,au,,0,Oporto,oporto,only_png,,oporto.png
mobile_phone,oppo-ee5434,Oppo,Oppo,Q2084900,001,,0,Oppo,oppo,both,oppo.svg,oppo.png
mobile_phone,optie1-c7ad94,Optie1,Optie1,Q62393564,nl,,0,Optie1,optie1,only_png,,optie1.png
clothes,optima-c4029f,Optima,Optima,Q113207925,mx,,0,Optima,optima,no,,
mobile_phone,optus-bae8bc,Optus,Optus,Q865038,au,,0,Optus,optus,only_png,,optus.png
fast_food,oqtepalavash-d0294b,Oqtepa Lavash,Oqtepa Lavash,,uz,,0,Oqtepa Lavash,oqtepa-lavash,no,,
mobile_phone,orange-87fd86,Orange,Orange,Q1431486,be|bf|bw|cd|cf|ci|cm|eg|gn|gw|jo|lr|lu|md|mg|pl|re|ro|sk|sl|sn|tn,,2,Orange,orange,both,orange.svg,orange.png
books,orange-eec251,Orange,Orange,Q124151524,bg,,1,Orange,orange,both,orange.svg,orange.png
fast_food,orangejulius-d2abf0,Orange Julius,Orange Julius,Q3355059,ca|us,,0,Orange Julius,orange-julius,only_png,,orange-julius.png
ice_cream,orangeleaffrozenyogurt-4cfb80,Orange Leaf,Orange Leaf Frozen Yogurt,Q18155467,au|cn|us,,0,Orange Leaf Frozen Yogurt,orange-leaf-frozen-yogurt,only_png,,orange-leaf-frozen-yogurt.png
clothes,orcanta-90f7b7,Orcanta,Orcanta,Q105076553,fx,,0,Orcanta,orcanta,no,,
clothes,orchestra-3937bd,Orchestra,Orchestra,Q28042940,001,,0,Orchestra,orchestra,no,,
books,orellfussli-c5abff,Orell Füssli,Orell Füssli,Q1511140,ch,,0,Orell Füssli,orell-fussli,only_png,,orell-fussli.png
kitchen,oresi-10bb52,Oresi,Oresi,Q53409609,cz|sk,,0,Oresi,oresi,only_png,,oresi.png
convenience,organico-3015fb,Organico,Organico,Q139601980,rs,,0,Organico,organico,no,,
pharmacy,orient-52cb11,Orient,Orient,,md,,0,Orient,orient,no,,
cosmetics,oriflame-a08666,Oriflame,Oriflame,Q730893,001,,0,Oriflame,oriflame,only_png,,oriflame.png
restaurant,originaljoes-e68b16,Original Joe's,Original Joe's,Q118744382,ca,,0,Original Joe's,original-joes,only_png,,original-joes.png
clothes,originalmarines-d72191,Original Marines,Original Marines,Q114399255,it,,0,Original Marines,original-marines,only_png,,original-marines.png
restaurant,originalroadhousegrill-f1be6c,Original Roadhouse Grill,Original Roadhouse Grill,Q115587987,us-ca.geojson|us-or.geojson,,0,Original Roadhouse Grill,original-roadhouse-grill,only_png,,original-roadhouse-grill.png
fast_food,originaltommys-3140ea,Original Tommy's,Original Tommy's,Q7102588,us-ca.geojson|us-nv.geojson,,1,Original Tommy's,original-tommys,no,,
cosmetics,origins-7d6f1e,Origins,Origins,Q6643229,us,,0,Origins,origins,only_png,,origins.png
houseware,orion-4991ba,ORION,ORION,Q67806141,cz|sk,,0,ORION,orion,only_png,,orion.png
convenience,orlen-95f41b,Orlen,Orlen,Q971649,pl,,0,Orlen,orlen,both,orlen.svg,orlen.png
clothes,orsay-3937bd,orsay,orsay,Q883245,001,,0,orsay,orsay,only_png,,orsay.png
country_store,orschelnfarmandhome-e159b8,Orscheln Farm & Home,Orscheln Farm & Home,Q22060331,us,,0,Orscheln Farm & Home,orscheln-farm-home,only_png,,orscheln-farm-home.png
beverages,orterergetrankemarkt-c4cb62,Orterer Getränkemarkt,Orterer Getränkemarkt,Q23787118,de,,0,Orterer Getränkemarkt,orterer-getrankemarkt,no,,
medical_supply,ortosmart-f82bbe,Orto Smart,Orto Smart,Q131582696,ua,,4,Orto Smart,orto-smart,only_png,,orto-smart.png
fast_food,osamasushi-50e0ae,Osama Sushi,Osama Sushi,Q124744871,ua,,3,Osama Sushi,osama-sushi,no,,
supermarket,osherad-6b65f1,אושר עד,Osher Ad,Q31198118,il,,0,Osher Ad,osher-ad,no,,
clothes,oshkoshbgosh-3937bd,OshKosh B'gosh,OshKosh B'gosh,Q1417347,001,,1,OshKosh B'gosh,oshkosh-bgosh,only_png,,oshkosh-bgosh.png
books,osiander-65e1d5,Osiander,Osiander,Q1800686,de,,0,Osiander,osiander,only_png,,osiander.png
bakery,oskroba-839c38,Oskroba,Oskroba,Q109323856,pl,,1,Oskroba,oskroba,only_png,,oskroba.png
fast_food,osmows-d2abf0,Osmow's,Osmow's,Q115048716,ca|us,,0,Osmow's,osmows,only_png,,osmows.png
furniture,ostermann-29dff1,Ostermann,Ostermann,Q1431315,de,,0,Ostermann,ostermann,only_png,,ostermann.png
convenience,otr-0b0ae9,OTR,OTR,Q116394019,au,,0,OTR,otr,only_png,,otr.png
bakery,otrebusy-839c38,Otrębusy,Otrębusy,Q136806617,pl,,0,Otrębusy,otrebusy,only_png,,otrebusy.png
garden_centre,ottergardencentres-d259e3,Otter Garden Centres,Otter Garden Centres,Q81095450,gb,,0,Otter Garden Centres,otter-garden-centres,only_png,,otter-garden-centres.png
restaurant,ottopizza-f45aef,Otto Pizza,Otto Pizza,Q124066804,us-ma.geojson|us-me.geojson|us-nh.geojson,,0,Otto Pizza,otto-pizza,only_png,,otto-pizza.png
variety_store,ottos-793388,Otto's,Otto's,Q2041507,ch,,0,Otto's,ottos,only_png,,ottos.png
restaurant,outbacksteakhouse-2fabb0,Outback Steakhouse,Outback Steakhouse,Q1064893,001,,1,Outback Steakhouse,outback-steakhouse,only_png,,outback-steakhouse.png
hardware,outdoorsupplyhardware-a223fb,Outdoor Supply Hardware,Outdoor Supply Hardware,Q119104427,us,,0,Outdoor Supply Hardware,outdoor-supply-hardware,no,,
outdoor,outdoorwarehouse-fb8ccb,Outdoor Warehouse,Outdoor Warehouse,Q130485369,za,,0,Outdoor Warehouse,outdoor-warehouse,only_png,,outdoor-warehouse.png
clothes,outfit-bbe8af,Outfit,Outfit,Q7112061,de|gb,,0,Outfit,outfit,only_png,,outfit.png
clothes,ovs-387d13,OVS,OVS,Q2042514,150|ma,ge,0,OVS,ovs,both,ovs.svg,ovs.png
clothes,ovs-82a2eb,OVS (Georgia),OVS,Q2042514,ge,,0,OVS,ovs,both,ovs.svg,ovs.png
clothes,ovskids-b5590c,OVS Kids,OVS Kids,Q2042514,150,,0,OVS Kids,ovs-kids,both,ovs-kids.svg,ovs-kids.png
tea,oxalis-cec35b,Oxalis,Oxalis,Q54948754,cz|sk,,0,Oxalis,oxalis,only_png,,oxalis.png
music,oxfambooksandmusic-0f8099,Oxfam Books & Music,Oxfam Books & Music,Q117838013,gb,,1,Oxfam Books & Music,oxfam-books-music,only_png,,oxfam-books-music.png
books,oxfambookshop-4cb062,Oxfam Bookshop,Oxfam Bookshop,Q7115196,gb,,1,Oxfam Bookshop,oxfam-bookshop,only_png,,oxfam-bookshop.png
books,oxfordbookstore-be6694,Oxford Bookstore,Oxford Bookstore,Q7115252,in,,0,Oxford Bookstore,oxford-bookstore,only_png,,oxford-bookstore.png
convenience,oxxo-8364f9,Oxxo,Oxxo,Q1342538,br|cl|co|cr|mx|pe|us,,0,Oxxo,oxxo,only_png,,oxxo.png
pharmacy,oxymed-b4bb31,OXY med,OXY med,,uz,,0,OXY med,oxy-med,no,,
clothes,oysho-3937bd,Oysho,Oysho,Q3327046,001,,0,Oysho,oysho,only_png,,oysho.png
furniture,ozdesignfurniture-0da980,OZ Design Furniture,OZ Design Furniture,Q111081305,au,,0,OZ Design Furniture,oz-design-furniture,only_png,,oz-design-furniture.png
clothes,ozeta-691270,Ozeta,Ozeta,Q116867769,sk,,0,Ozeta,ozeta,only_png,,ozeta.png
games,ozonebg-2df90d,Ozone.bg,Ozone.bg,Q120717332,bg,,0,Ozone.bg,ozone-bg,only_png,,ozone-bg.png
garden_centre,oazis-f2643b,OÁZIS,OÁZIS,Q20439720,hu|sk,,0,OÁZIS,oazis,only_png,,oazis.png
fast_food,pterrys-1e257d,P. Terry's,P. Terry's,Q19903521,us-tx.geojson,,0,P. Terry's,p-terrys,only_png,,p-terrys.png
restaurant,pfchangs-f036fe,P.F. Chang's,P.F. Chang's,Q5360181,ca|mx|us,,1,P.F. Chang's,p-f-changs,only_png,,p-f-changs.png
clothes,pablo-ab5608,Pablo,Pablo,Q104718978,be|fx|lu,,0,Pablo,pablo,only_png,,pablo.png
pharmacy,pacheco-295f06,Pacheco,Pacheco,Q10268813,br,,2,Pacheco,pacheco,only_png,,pacheco.png
clothes,pacsun-0a21d9,PacSun,PacSun,Q7121857,us,,0,PacSun,pacsun,only_png,,pacsun.png
restaurant,pagliaccipizza-7052b2,Pagliacci Pizza,Pagliacci Pizza,Q7124370,us-wa.geojson,,0,Pagliacci Pizza,pagliacci-pizza,only_png,,pagliacci-pizza.png
pharmacy,paguemenos-295f06,Pague Menos,Pague Menos,Q7124466,br,,2,Pague Menos,pague-menos,both,pague-menos.svg,pague-menos.png
supermarket,paknsave-5dc426,PAK'nSAVE,PAK'nSAVE,Q7125339,nz,,0,PAK'nSAVE,paknsave,only_png,,paknsave.png
fast_food,pals-3146db,Pal's,Pal's,Q7126094,us-tn.geojson|us-va.geojson,,0,Pal's,pals,only_png,,pals.png
supermarket,palace-bfc6b6,Palace (Ghana),Palace,Q130376211,gh,,1,Palace,palace,only_png,,palace.png
cinema,palacecinemas-1a8a27,Palace Cinemas,Palace Cinemas,Q7126164,au,,0,Palace Cinemas,palace-cinemas,only_png,,palace-cinemas.png
tea,palaisdesthes-9d2342,Palais des Thés,Palais des Thés,Q3225161,be|fr|ge|il|lu|no|ru,,0,Palais des Thés,palais-des-thes,only_png,,palais-des-thes.png
clothes,palmers-96f120,Palmers,Palmers,Q1509985,at|de,,0,Palmers,palmers,only_png,,palmers.png
pub,palmersbrewery-9ddc26,Palmers Brewery,Palmers Brewery,Q108320017,gb-south-west.geojson,,0,Palmers Brewery,palmers-brewery,only_png,,palmers-brewery.png
garden_centre,palmers-aac937,Palmers,Palmers Gardenworld,Q7128292,nz,,0,Palmers Gardenworld,palmers-gardenworld,only_png,,palmers-gardenworld.png
casino,palmsbet-cfc6fe,Palms Bet,Palms Bet,Q114053870,bg,,0,Palms Bet,palms-bet,no,,
supermarket,pali-ff0cfa,Palí,Palí,Q1064887,cr|ni,,0,Palí,pali,only_png,,pali.png
supermarket,pam-d52198,Pam,Pam,Q105615038,ch|it,,0,Pam,pam,no,,
convenience,pamlocal-1aaf3e,Pam Local,Pam Local,Q105614389,it,,0,Pam Local,pam-local,only_png,,pam-local.png
bakery,pandemanila-b6c45f,Pan de Manila,Pan de Manila,Q130382308,ph,,0,Pan de Manila,pan-de-manila,only_png,,pan-de-manila.png
bakery,panpaya-db8524,Pan Pa' Ya!,Pan Pa' Ya!,Q131744932,co,,0,Pan Pa' Ya!,pan-pa-ya,no,,
bakery,panpek-0cc7ae,Pan-pek,Pan-pek,Q125813932,hr,,0,Pan-pek,pan-pek,only_png,,pan-pek.png
pharmacy,panaceum-cf61fb,Panaceum,Panaceum,,pl,,0,Panaceum,panaceum,no,,
fast_food,panago-e49d2e,Panago,Panago,Q17111672,ca,,0,Panago,panago,only_png,,panago.png
supermarket,panamericana-3bce4c,Panamericana,Panamericana,,cu,,0,Panamericana,panamericana,no,,
convenience,panamericana-915f01,Panamericana,Panamericana,,cu,,0,Panamericana,panamericana,no,,
restaurant,panarottis-0539cf,Panarottis,Panarottis,Q130220087,na|ng|sz|za|zm,,0,Panarottis,panarottis,only_png,,panarottis.png
restaurant,pancakehouse-5259a4,Pancake House,Pancake House,Q138635080,ph,,0,Pancake House,pancake-house,only_png,,pancake-house.png
restaurant,pancherosmexicangrill-96af40,Pancheros Mexican Grill,Pancheros,Q7130313,us,,0,Pancheros,pancheros,only_png,,pancheros.png
fast_food,pandaexpress-658eea,Panda Express,Panda Express,Q1358690,001,,0,Panda Express,panda-express,no,,
books,pandayanbookshop-08d1a3,Pandayan Bookshop,Pandayan Bookshop,Q120220745,ph,,0,Pandayan Bookshop,pandayan-bookshop,only_png,,pandayan-bookshop.png
craft,panduro-329313,Panduro,Panduro,Q265941,dk|no|se,,1,Panduro,panduro,only_png,,panduro.png
fast_food,panerabread-d2abf0,Panera Bread,Panera Bread,Q7130852,ca|us,,0,Panera Bread,panera-bread,only_png,,panera-bread.png
convenience,paniersympa-f6dc0a,Panier Sympa,Panier Sympa,Q118129533,fx,,0,Panier Sympa,panier-sympa,no,,
bakery,panishop-0ef3f4,Panishop,Panishop,Q108472015,es,,0,Panishop,panishop,only_png,,panishop.png
fast_food,pankustreetfood-45095e,Panku Streetfood,Panku Streetfood,Q114805636,gb,,0,Panku Streetfood,panku-streetfood,no,,
fast_food,panos-2bde2f,Panos,Panos,Q3384496,ae|be|cz|lu|nl|sk|tw,,0,Panos,panos,only_png,,panos.png
fast_food,pansandcompany-b2cd69,Pans & Company,Pans & Company,Q11697586,es|it|pt,,0,Pans & Company,pans-company,only_png,,pans-company.png
books,pantarhei-de15da,Panta Rhei,Panta Rhei,Q93431299,sk,,0,Panta Rhei,panta-rhei,only_png,,panta-rhei.png
variety_store,pantaitimormart-14cb81,Pantai Timor Mart,Pantai Timor Mart,Q106989381,my,,0,Pantai Timor Mart,pantai-timor-mart,only_png,,pantai-timor-mart.png
clothes,pantaloons-f8e8b1,Pantaloons,Pantaloons,Q7131643,in,,0,Pantaloons,pantaloons,only_png,,pantaloons.png
pharmacy,panvel-295f06,Panvel,Panvel,Q10344254,br,,0,Panvel,panvel,only_png,,panvel.png
restaurant,papaginos-96af40,Papa Gino's,Papa Gino's,Q7132333,us,,0,Papa Gino's,papa-ginos,only_png,,papa-ginos.png
fast_food,papajohns-715e2d,Papa John's,Papa John's,Q2759586,001,by|ru,3,Papa John's,papa-johns,both,papa-johns.svg,papa-johns.png
fast_food,papamurphys-d2abf0,Papa Murphy's,Papa Murphy's,Q7132349,ca|us,,3,Papa Murphy's,papa-murphys,only_png,,papa-murphys.png
fast_food,papaspizza-0ae65d,Papa's Pizza,Papa's Pizza,Q125895068,gh,,0,Papa's Pizza,papas-pizza,only_png,,papas-pizza.png
fast_food,papayefastfood-0ae65d,Papaye Fast Food,Papaye Fast Food,Q96104325,gh,,1,Papaye Fast Food,papaye-fast-food,no,,
gift,paperkisses-da52c2,Paper Kisses,Paper Kisses,Q128803615,gb,,0,Paper Kisses,paper-kisses,no,,
books,paperplus-fe66a8,Paper Plus,Paper Plus,Q110437236,nz,,0,Paper Plus,paper-plus,only_png,,paper-plus.png
restaurant,papparich-2fabb0,PappaRich,PappaRich,Q95721282,001,,0,PappaRich,papparich,no,,
bakery,pappert-3f448e,Pappert,Pappert,Q28549952,de,,2,Pappert,pappert,only_png,,pappert.png
clothes,paprika-906b75,Paprika,Paprika,Q117351748,be|de|fx|lu|nl,,0,Paprika,paprika,only_png,,paprika.png
trade,papemachineryagricultureandturf-4e950c,Papé Machinery Agriculture & Turf,Papé Machinery,Q109615242,us,,0,Papé Machinery,pape-machinery,only_png,,pape-machinery.png
trade,papemachineryconstructionandforestry-4e950c,Papé Machinery Construction & Forestry,Papé Machinery,Q109615242,us,,0,Papé Machinery,pape-machinery,only_png,,pape-machinery.png
convenience,parmarstores-f1e40b,Par Mar Stores,Par Mar Stores,Q110622206,us,,0,Par Mar Stores,par-mar-stores,only_png,,par-mar-stores.png
shoes,paraboot-c57706,Boutique Paraboot,Paraboot,Q139098562,fr,,0,Paraboot,paraboot,no,,
pharmacy,parafarmaciaconad-6aafeb,Parafarmacia Conad,Parafarmacia Conad,,it,,0,Parafarmacia Conad,parafarmacia-conad,no,,
restaurant,pardoschicken-39b0af,Pardos Chicken,Pardos Chicken,Q17624435,pe,,0,Pardos Chicken,pardos-chicken,only_png,,pardos-chicken.png
perfumery,parfumeriebecker-fc8b1e,Parfümerie Becker,Parfümerie Becker,Q99689169,de,,0,Parfümerie Becker,parfumerie-becker,only_png,,parfumerie-becker.png
perfumery,parfumeriepieper-fc8b1e,Parfümerie Pieper,Parfümerie Pieper,Q107190915,de,,1,Parfümerie Pieper,parfumerie-pieper,only_png,,parfumerie-pieper.png
cinema,paribucineverse-690e75,Paribu Cineverse,Paribu Cineverse,,tr,,0,Paribu Cineverse,paribu-cineverse,no,,
bakery,parisbaguette-f87f10,Paris Baguette,Paris Baguette,Q62605260,ca|sg|us|vn,,1,Paris Baguette,paris-baguette,only_png,,paris-baguette.png
restaurant,parispanini-d9e7a3,Paris Panini,Paris Panini,Q124374583,in,,0,Paris Panini,paris-panini,only_png,,paris-panini.png
trade,parrlumber-4e950c,Parr Lumber,Parr Lumber,Q7139721,us,,0,Parr Lumber,parr-lumber,only_png,,parr-lumber.png
party,partycity-d4351a,Party City,Party City,Q7140896,ca|us,,0,Party City,party-city,only_png,,party-city.png
fast_food,pasaportpizza-8ef00c,Pasaport Pizza,Pasaport Pizza,Q6057390,tr,,0,Pasaport Pizza,pasaport-pizza,no,,
variety_store,pasarekonomieconsave-14cb81,Pasar Ekonomi Econsave,Pasar Ekonomi Econsave,Q61776608,my,,0,Pasar Ekonomi Econsave,pasar-ekonomi-econsave,no,,
fast_food,pasibus-3eab78,Pasibus,Pasibus,Q110428053,pl,,0,Pasibus,pasibus,only_png,,pasibus.png
cafe,pasteleriaartesanalmanolo-4351d9,Pastelería Artesanal Manolo,Pastelería Artesanal Manolo,Q131742395,es,,1,Pastelería Artesanal Manolo,pasteleria-artesanal-manolo,no,,
restaurant,pastini-effa94,Pastini,Pastini,Q105081476,us-or.geojson,,0,Pastini,pastini,only_png,,pastini.png
clothes,patagonia-5dc190,Patagonia,Patagonia,Q1660552,ar|at|au|ca|cl|cn|cz|de|fx|gb-eng|ie|it|jp|kr|pe|tw|us,,0,Patagonia,patagonia,both,patagonia.svg,patagonia.png
convenience,patanjalistore-bb430b,Patanjali Store,Patanjali Ayurved,Q19856023,in,,0,Patanjali Ayurved,patanjali-ayurved,only_png,,patanjali-ayurved.png
shoes,pataugas-e6cf1b,Pataugas,Pataugas,Q3368657,fx,,0,Pataugas,pataugas,only_png,,pataugas.png
supermarket,patelbrothers-dde59d,Patel Brothers,Patel Brothers,Q55641396,us,,0,Patel Brothers,patel-brothers,both,patel-brothers.svg,patel-brothers.png
cinema,pathe-dedd66,Pathé,Pathé,Q3060526,be|ch|ci|fr|ma|nl|sn|tn,,2,Pathé,pathe,only_png,,pathe.png
pastry,limburgia-b5394e,Patisserie Limburgia,Patisserie Limburgia,Q123524360,nl,,0,Patisserie Limburgia,patisserie-limburgia,only_png,,patisserie-limburgia.png
cafe,patisserievalerie-a89223,Patisserie Valerie,Patisserie Valerie,Q22101966,gb,,0,Patisserie Valerie,patisserie-valerie,only_png,,patisserie-valerie.png
clothes,patriziapepe-d72191,Patrizia Pepe,Patrizia Pepe,Q3897831,it,,0,Patrizia Pepe,patrizia-pepe,only_png,,patrizia-pepe.png
restaurant,patroni-07a6d4,Patroni,Patroni,Q117467086,br|us-fl.geojson,,0,Patroni,patroni,only_png,,patroni.png
restaurant,pattyandbun-37e076,Patty & Bun,Patty & Bun,Q110103854,gb-eng,,0,Patty & Bun,patty-bun,only_png,,patty-bun.png
bakery,paul-652955,Paul,Paul,Q3370417,ae|az|be|bh|by|ci|cy|cz|eg|es|fr|ga|gb|ge|gr|id|in|jo|jp|kw|kz|lb|lu|ma|mu|my|om|pa|ph|pl|pt|qa|ro|ru|sa|sg|th|tn|tw|ua|us|uz|vn|za,,0,Paul,paul,only_png,,paul.png
clothes,paulsmith-3937bd,Paul Smith,Paul Smith,Q56356277,001,,0,Paul Smith,paul-smith,only_png,,paul-smith.png
cafe,pausa-a89223,Pausa,Pausa,Q121360236,gb,,1,Pausa,pausa,only_png,,pausa.png
clothes,pause-d0a189,Pause,Pause,Q139107720,bg,,1,Pause,pause,only_png,,pause.png
shoes,paversshoes-eede13,Pavers Shoes,Pavers Shoes,Q7155843,gb,,2,Pavers Shoes,pavers-shoes,only_png,,pavers-shoes.png
supermarket,pavilions-dde59d,Pavilions,Pavilions,Q7155886,us,,0,Pavilions,pavilions,both,pavilions.svg,pavilions.png
pastry,pawlowicz-6e7edc,Pawłowicz,Pawłowicz,Q113232485,pl,,0,Pawłowicz,pawowicz,no,,
pharmacy,paydens-b98d4f,Paydens,Paydens,Q122829194,gb,,1,Paydens,paydens,only_png,,paydens.png
shoes,paylessshoesource-9b62dc,Payless ShoeSource,Payless ShoeSource,Q7156755,001,,1,Payless ShoeSource,payless-shoesource,only_png,,payless-shoesource.png
restaurant,pbpouletbraise-47e37e,PB Poulet Braisé,PB Poulet Braisé,Q130218949,fx,,2,PB Poulet Braisé,pb-poulet-braise,only_png,,pb-poulet-braise.png
supermarket,pcccommunitymarket-1ee4c3,PCC Community Markets,PCC Community Markets,Q7118517,us-wa.geojson,,0,PCC Community Markets,pcc-community-markets,no,,
fast_food,pdq-f02697,PDQ,PDQ,Q87675367,us-fl.geojson|us-nc.geojson|us-nj.geojson|us-ny.geojson|us-sc.geojson,,0,PDQ,pdq,no,,
convenience,pdv-ee1d1f,PDV,PDV,,ve,,0,PDV,pdv,no,,
clothes,peaceminusone-d098b5,Peaceminusone,Peaceminusone,Q110269085,kr,,0,Peaceminusone,peaceminusone,no,,
ice_cream,peachwave-8697a4,Peachwave,Peachwave,Q109329113,us,,2,Peachwave,peachwave,only_png,,peachwave.png
supermarket,peacockstore-d02e4f,ピーコックストア,PEACOCK STORE,Q11331715,jp-12.geojson|jp-13.geojson|jp-14.geojson,,0,PEACOCK STORE,peacock-store,no,,
clothes,peacocks-c6ef05,Peacocks,Peacocks,Q7157762,cy|gb,,0,Peacocks,peacocks,only_png,,peacocks.png
pharmacy,peakpharmacy-b98d4f,Peak Pharmacy,Peak Pharmacy,Q122829165,gb,,0,Peak Pharmacy,peak-pharmacy,only_png,,peak-pharmacy.png
country_store,peaveymart-b48d00,Peavey Mart,Peavey Mart,Q7158483,ca,,1,Peavey Mart,peavey-mart,only_png,,peavey-mart.png
restaurant,pedros-0e7480,Pedros,Pedros,Q124382243,bw|za,,1,Pedros,pedros,only_png,,pedros.png
clothes,peekandcloppenburg-65e711,Peek & Cloppenburg,Peek & Cloppenburg,Q2066959,at|be|de|nl|pl|sk,,0,Peek & Cloppenburg,peek-cloppenburg,both,peek-cloppenburg.svg,peek-cloppenburg.png
cafe,peetscoffee-243cad,Peet's Coffee,Peet's Coffee,Q1094101,us,,2,Peet's Coffee,peets-coffee,only_png,,peets-coffee.png
restaurant,peiwei-96af40,Pei Wei,Pei Wei,Q7160898,us,,1,Pei Wei,pei-wei,only_png,,pei-wei.png
bakery,pekara-1ddcc2,Pekara,Pekara,,150,,0,Pekara,pekara,no,,
restaurant,pelicanachicken-d60782,Pelicana,Pelicana,Q17575847,001,kr,0,Pelicana,pelicana,only_png,,pelicana.png
cafe,pellini-e2a804,Pellini,Pellini,Q119560268,tr,,0,Pellini,pellini,no,,
sports,peloton-18eda3,Peloton,Peloton,Q56276186,ca|gb|us,,1,Peloton,peloton,only_png,,peloton.png
clothes,pendleton-3937bd,Pendleton,Pendleton,Q7162488,001,,0,Pendleton,pendleton,only_png,,pendleton.png
fast_food,pennstation-4d2ff4,Penn Station,Penn Station,Q7163311,us,,0,Penn Station,penn-station,only_png,,penn-station.png
clothes,penningtons-9e1367,Penningtons,Penningtons,Q16956527,ca,,0,Penningtons,penningtons,only_png,,penningtons.png
supermarket,penny-55dfd6,Penny,Penny,Q284688,at|cz|de|hu|it|ro,,2,Penny,penny,only_svg,penny.svg,
clothes,pennyblack-3937bd,Pennyblack,Pennyblack,Q136159211,001,,0,Pennyblack,pennyblack,only_png,,pennyblack.png
clothes,penshoppe-08e127,Penshoppe,Penshoppe,Q6508917,ph,,0,Penshoppe,penshoppe,both,penshoppe.svg,penshoppe.png
clothes,penti-3937bd,Penti,Penti,Q28729986,001,,0,Penti,penti,no,,
spices,penzeysspices-bcf057,Penzeys Spices,Penzeys Spices,Q7165435,us,,1,Penzeys Spices,penzeys-spices,only_png,,penzeys-spices.png
clothes,pep-f0ab19,PEP,PEP,Q7166182,ao|bw|ls|mw|mz|na|sz|za|zm,,0,PEP,pep,only_png,,pep.png
mobile_phone,pepcell-43981d,PEP Cell,PEP Cell,Q128802743,za,,0,PEP Cell,pep-cell,only_png,,pep-cell.png
houseware,pephome-4abcbe,PEP Home,PEP Home,Q128802022,za,,0,PEP Home,pep-home,only_png,,pep-home.png
clothes,pepandco-94f7c8,Pep&Co,Pep&Co,Q24908166,gb|ie,,0,Pep&Co,pep-co,only_png,,pep-co.png
clothes,pepco-9b55e7,Pepco,Pepco,Q11815580,at|bg|cz|de|ee|el|es|hr|hu|it|lt|lv|pl|pt|ro|rs|si|sk,,0,Pepco,pepco,both,pepco.svg,pepco.png
clothes,pepejeans-3937bd,Pepe Jeans,Pepe Jeans,Q426992,001,,0,Pepe Jeans,pepe-jeans,only_png,,pepe-jeans.png
fast_food,pepes-45095e,Pepe's,Pepe's,Q120645662,gb,,2,Pepe's,pepes,only_png,,pepes.png
fast_food,pepperlunch-658eea,Pepper Lunch,Pepper Lunch,Q1016072,001,,1,Pepper Lunch,pepper-lunch,no,,
fast_food,pepperonis-1e257d,Pepperoni's,Pepperoni's,Q117229592,us-tx.geojson,,0,Pepperoni's,pepperonis,only_png,,pepperonis.png
restaurant,peppespizza-0a0782,Peppes Pizza,Peppes Pizza,Q911973,no,,0,Peppes Pizza,peppes-pizza,only_png,,peppes-pizza.png
perfumery,perfumania-4a4434,Perfumania,Perfumania,Q72983916,us,,0,Perfumania,perfumania,only_png,,perfumania.png
restaurant,perkins-85c92c,Perkins,Perkins,Q7169056,ca|us,,0,Perkins,perkins,only_png,,perkins.png
cafe,perkyblenders-eb3447,Perky Blenders,Perky Blenders,Q123003976,gb-lon.geojson,,0,Perky Blenders,perky-blenders,only_png,,perky-blenders.png
clothes,perryellis-77213a,Perry Ellis,Perry Ellis,Q7169774,mx|tt|us,,0,Perry Ellis,perry-ellis,only_png,,perry-ellis.png
clothes,persona-3937bd,Persona,Persona,Q136159149,001,,0,Persona,persona,only_png,,persona.png
mobile_phone,personal-3c681b,Personal,Personal,Q10933021,ar|py,,0,Personal,personal,only_png,,personal.png
convenience,persu-3015fb,PerSu,PerSu,Q115574817,rs,,0,PerSu,persu,only_png,,persu.png
pet,petcenter-09e3e7,Pet Center,Pet Center,Q58607477,cz|sk,,0,Pet Center,pet-center,only_png,,pet-center.png
pet,petfoodexpress-ae290d,Pet Food Express,Pet Food Express,Q7171541,us-ca.geojson,,0,Pet Food Express,pet-food-express,only_png,,pet-food-express.png
pet,petplanet-852051,Pet Planet,Pet Planet,Q133566481,ca-ab.geojson|ca-bc.geojson|ca-sk.geojson|us-az.geojson,,0,Pet Planet,pet-planet,only_png,,pet-planet.png
pet,petsupermarket-81a22d,Pet Supermarket,Pet Supermarket,Q61968363,us,,0,Pet Supermarket,pet-supermarket,only_png,,pet-supermarket.png
pet,petsuppliesplus-81a22d,Pet Supplies Plus,Pet Supplies Plus,Q7171563,us,,0,Pet Supplies Plus,pet-supplies-plus,only_png,,pet-supplies-plus.png
pet,petvalu-e394eb,Pet Valu,Pet Valu,Q58009635,ca|us,,0,Pet Valu,pet-valu,only_png,,pet-valu.png
pet,petbarn-26188c,Petbarn,Petbarn,Q104746468,au,,0,Petbarn,petbarn,only_png,,petbarn.png
pet,petco-1d9238,Petco,Petco,Q7171798,mx|us,,0,Petco,petco,only_png,,petco.png
supermarket,petesmarket-5ca8e2,Pete's Market,Pete's Market,Q118793358,us-il.geojson,,0,Pete's Market,petes-market,only_png,,petes-market.png
